date_pt,whale_presence_rating,vsr_season,s_fincount,fin_acoustic,s_humpbackcount,humpback_acoustic,s_bluecount,blue_acoustic,bwmv,bwmv_rating,zone
8/19/2024,Medium,active,0,Low Rating,4,Low Rating,1,Low Rating,0.74,low,Socal VSR
8/20/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
8/21/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.77,medium,Socal VSR
8/22/2024,Medium,active,0,Low Rating,5,Low Rating,0,Low Rating,0.75,medium,Socal VSR
8/23/2024,Medium,active,0,offline,3,offline,0,offline,0.73,low,Socal VSR
8/24/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
8/25/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.78,medium,Socal VSR
8/26/2024,Medium,active,0,Low Rating,2,Low Rating,0,Low Rating,0.79,medium,Socal VSR
8/27/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.77,medium,Socal VSR
8/28/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.79,medium,Socal VSR
8/29/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.8,medium,Socal VSR
8/30/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.81,medium,Socal VSR
8/31/2024,Low,active,0,Low Rating,0,Low Rating,0,Low Rating,0.79,medium,Socal VSR
9/1/2024,Low,active,0,Low Rating,0,Low Rating,0,Low Rating,0.74,low,Socal VSR
9/2/2024,Low,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
9/3/2024,Low,active,0,Low Rating,3,Low Rating,0,Low Rating,0.79,medium,Socal VSR
9/4/2024,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.82,medium,Socal VSR
9/5/2024,Medium,active,0,Low Rating,4,Low Rating,0,Low Rating,0.8,medium,Socal VSR
9/6/2024,Medium,active,0,Low Rating,9,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/7/2024,High,active,0,Low Rating,5,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/8/2024,High,active,0,Low Rating,3,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/9/2024,High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/10/2024,High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/11/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/12/2024,Medium,active,0,offline,8,offline,0,offline,NA,offline,Socal VSR
9/13/2024,Medium,active,0,offline,9,offline,0,offline,NA,offline,Socal VSR
9/14/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/15/2024,High,active,0,offline,3,offline,0,offline,NA,offline,Socal VSR
9/16/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/17/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/18/2024,Medium,active,0,offline,10,offline,0,offline,NA,offline,Socal VSR
9/19/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/20/2024,High,active,0,offline,24,offline,0,offline,NA,offline,Socal VSR
9/21/2024,High,active,0,offline,9,offline,0,offline,NA,offline,Socal VSR
9/22/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/23/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/24/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/25/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
9/26/2024,Low,active,0,offline,6,offline,0,offline,0.76,medium,Socal VSR
9/27/2024,Medium,active,0,offline,0,offline,0,offline,0.78,medium,Socal VSR
9/28/2024,Medium,active,0,offline,4,offline,0,offline,0.77,medium,Socal VSR
9/29/2024,Medium,active,0,offline,12,offline,0,offline,0.78,medium,Socal VSR
9/30/2024,High,active,0,offline,0,offline,0,offline,0.76,medium,Socal VSR
10/1/2024,High,active,0,offline,0,offline,0,offline,0.77,medium,Socal VSR
10/2/2024,High,active,0,offline,4,offline,0,offline,0.77,medium,Socal VSR
10/3/2024,High,active,0,offline,0,offline,0,offline,0.77,medium,Socal VSR
10/4/2024,Medium,active,0,offline,12,offline,0,offline,0.72,low,Socal VSR
10/5/2024,High,active,0,offline,6,offline,0,offline,0.74,low,Socal VSR
10/6/2024,High,active,0,offline,4,offline,0,offline,0.79,medium,Socal VSR
10/7/2024,High,active,0,offline,0,offline,0,offline,0.81,medium,Socal VSR
10/8/2024,High,active,0,offline,0,offline,0,offline,0.76,medium,Socal VSR
10/9/2024,Medium,active,0,offline,2,offline,0,offline,0.77,medium,Socal VSR
10/10/2024,Medium,active,0,offline,1,offline,0,offline,0.79,medium,Socal VSR
10/11/2024,Medium,active,0,offline,13,offline,0,offline,0.8,medium,Socal VSR
10/12/2024,High,active,0,offline,22,offline,0,offline,0.78,medium,Socal VSR
10/13/2024,High,active,0,offline,9,offline,0,offline,0.8,medium,Socal VSR
10/14/2024,High,active,0,offline,0,offline,0,offline,0.81,medium,Socal VSR
10/15/2024,High,active,0,offline,3,offline,0,offline,0.8,medium,Socal VSR
10/16/2024,High,active,0,offline,1,offline,0,offline,0.77,medium,Socal VSR
10/17/2024,Very High,active,0,offline,3,offline,0,offline,0.77,medium,Socal VSR
10/18/2024,High,active,0,offline,0,offline,0,offline,0.77,medium,Socal VSR
10/19/2024,High,active,0,offline,16,offline,0,offline,0.78,medium,Socal VSR
10/20/2024,Very High,active,0,offline,8,offline,0,offline,0.76,medium,Socal VSR
10/21/2024,Very High,active,0,offline,6,offline,0,offline,0.75,medium,Socal VSR
10/22/2024,Very High,active,0,offline,0,offline,0,offline,0.77,medium,Socal VSR
10/23/2024,High,active,0,offline,8,offline,0,offline,0.77,medium,Socal VSR
10/24/2024,High,active,0,offline,1,offline,0,offline,0.76,medium,Socal VSR
10/25/2024,High,active,0,offline,2,offline,0,offline,0.78,medium,Socal VSR
10/26/2024,High,active,0,offline,13,offline,0,offline,0.78,medium,Socal VSR
10/27/2024,High,active,0,offline,10,offline,0,offline,0.78,medium,Socal VSR
10/28/2024,High,active,0,offline,0,offline,0,offline,0.79,medium,Socal VSR
10/29/2024,High,active,0,offline,0,offline,0,offline,0.78,medium,Socal VSR
10/30/2024,High,active,0,offline,23,offline,0,offline,0.74,low,Socal VSR
10/31/2024,High,active,0,offline,0,offline,0,offline,0.73,low,Socal VSR
11/1/2024,High,active,0,offline,0,offline,0,offline,0.74,low,Socal VSR
11/2/2024,High,active,0,offline,2,offline,0,offline,0.72,low,Socal VSR
11/3/2024,High,active,0,offline,0,offline,0,offline,0.66,low,Socal VSR
11/4/2024,Medium,active,0,offline,0,offline,0,offline,0.62,low,Socal VSR
11/5/2024,Medium,active,0,offline,0,offline,0,offline,0.6,low,Socal VSR
11/6/2024,Medium,active,0,offline,3,offline,0,offline,0.61,low,Socal VSR
11/7/2024,Medium,active,0,offline,21,offline,0,offline,0.6,low,Socal VSR
11/8/2024,High,active,0,offline,12,offline,0,offline,0.58,low,Socal VSR
11/9/2024,High,active,0,offline,13,offline,5,offline,0.6,low,Socal VSR
11/10/2024,Very High,active,0,offline,7,offline,0,offline,0.56,low,Socal VSR
11/11/2024,Very High,active,0,offline,9,offline,0,offline,0.57,low,Socal VSR
11/12/2024,Very High,active,0,offline,0,offline,0,offline,0.57,low,Socal VSR
11/13/2024,Very High,active,0,offline,3,offline,0,offline,0.51,low,Socal VSR
11/14/2024,High,active,0,offline,0,offline,0,offline,0.51,low,Socal VSR
11/15/2024,High,active,0,offline,0,offline,0,offline,0.52,low,Socal VSR
11/16/2024,Low,active,0,offline,20,offline,0,offline,0.43,low,Socal VSR
11/17/2024,High,active,0,offline,0,offline,0,offline,0.28,low,Socal VSR
11/18/2024,High,active,0,offline,0,offline,0,offline,0.27,low,Socal VSR
11/19/2024,High,active,0,offline,0,offline,0,offline,0.26,low,Socal VSR
11/20/2024,High,active,0,offline,0,offline,0,offline,0.26,low,Socal VSR
11/21/2024,Low,active,0,offline,16,offline,0,offline,0.23,low,Socal VSR
11/22/2024,High,active,0,offline,3,offline,0,offline,0.25,low,Socal VSR
11/23/2024,High,active,0,offline,2,offline,0,offline,0.25,low,Socal VSR
11/24/2024,High,active,0,offline,6,offline,0,offline,0.17,low,Socal VSR
11/25/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
11/26/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
11/27/2024,Medium,active,0,offline,1,offline,0,offline,NA,offline,Socal VSR
11/28/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
11/29/2024,Medium,active,0,offline,3,offline,0,offline,NA,offline,Socal VSR
11/30/2024,Medium,active,0,offline,12,offline,0,offline,NA,offline,Socal VSR
12/1/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/2/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/3/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/4/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/5/2024,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/6/2024,Low,active,0,offline,7,offline,0,offline,NA,offline,Socal VSR
12/7/2024,High,active,0,offline,27,offline,0,offline,NA,offline,Socal VSR
12/8/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/9/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/10/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/11/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/12/2024,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/13/2024,Low,active,0,offline,3,offline,0,offline,NA,offline,Socal VSR
12/14/2024,Medium,active,0,offline,2,offline,0,offline,NA,offline,Socal VSR
12/15/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/16/2024,Medium,active,0,offline,1,offline,0,offline,NA,offline,Socal VSR
12/17/2024,Medium,active,0,offline,4,offline,0,offline,NA,offline,Socal VSR
12/18/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/19/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/20/2024,Medium,active,0,offline,5,offline,0,offline,NA,offline,Socal VSR
12/21/2024,Medium,active,0,offline,17,offline,0,offline,NA,offline,Socal VSR
12/22/2024,High,active,0,offline,4,offline,0,offline,NA,offline,Socal VSR
12/23/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/24/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/25/2024,High,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/26/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/27/2024,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/28/2024,Low,active,0,offline,2,offline,0,offline,NA,offline,Socal VSR
12/29/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/30/2024,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
12/31/2024,Medium,active,0,offline,4,offline,0,offline,NA,offline,Socal VSR
1/1/2025,Medium,active,0,offline,1,offline,0,offline,NA,offline,Socal VSR
1/2/2025,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/3/2025,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/4/2025,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/5/2025,Medium,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/6/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/7/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/8/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/9/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/10/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/11/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/12/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/13/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/14/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
1/15/2025,Low,active,0,offline,0,offline,0,offline,NA,offline,Socal VSR
