date_pt,whale_presence_rating,vsr_season,s_fincount,fin_acoustic,s_humpbackcount,humpback_acoustic,s_bluecount,blue_acoustic,bwmv,bwmv_rating,zone
3/26/2022,Very High,inactive,0,Medium Rating,3,Medium Rating,0,Low Rating,0.23,low,Socal VSR
3/27/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.19,low,Socal VSR
3/28/2022,High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.15,low,Socal VSR
3/29/2022,Very High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.19,low,Socal VSR
3/30/2022,Very High,inactive,0,Medium Rating,3,High Rating,0,Low Rating,0.15,low,Socal VSR
3/31/2022,Very High,inactive,0,Low Rating,8,High Rating,0,Low Rating,0.17,low,Socal VSR
4/1/2022,Very High,inactive,0,Low Rating,13,High Rating,0,Low Rating,0.22,low,Socal VSR
4/2/2022,Very High,inactive,0,High Rating,4,High Rating,0,Low Rating,0.23,low,Socal VSR
4/3/2022,Very High,inactive,3,Medium Rating,32,High Rating,0,Low Rating,0.27,low,Socal VSR
4/4/2022,Very High,inactive,0,High Rating,12,High Rating,0,Low Rating,0.27,low,Socal VSR
4/5/2022,Very High,inactive,0,High Rating,0,High Rating,0,Low Rating,0.3,low,Socal VSR
4/6/2022,Very High,inactive,0,Medium Rating,25,High Rating,0,Low Rating,0.29,low,Socal VSR
4/7/2022,Very High,inactive,0,High Rating,3,High Rating,0,Low Rating,0.41,low,Socal VSR
4/8/2022,Very High,inactive,1,Medium Rating,3,High Rating,0,Low Rating,0.53,low,Socal VSR
4/9/2022,Very High,inactive,0,Medium Rating,19,High Rating,0,Low Rating,0.53,low,Socal VSR
4/10/2022,Very High,inactive,0,Medium Rating,4,High Rating,0,Low Rating,0.52,low,Socal VSR
4/11/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.45,low,Socal VSR
4/12/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.22,low,Socal VSR
4/13/2022,Very High,inactive,0,Medium Rating,0,High Rating,1,Low Rating,NA,offline,Socal VSR
4/14/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.16,low,Socal VSR
4/15/2022,High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.17,low,Socal VSR
4/16/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.18,low,Socal VSR
4/17/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.18,low,Socal VSR
4/18/2022,Very High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.16,low,Socal VSR
4/19/2022,Very High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.17,low,Socal VSR
4/20/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.18,low,Socal VSR
4/21/2022,Very High,inactive,0,Medium Rating,2,High Rating,0,Low Rating,0.18,low,Socal VSR
4/22/2022,High,inactive,0,Medium Rating,0,Medium Rating,0,Low Rating,0.13,low,Socal VSR
4/23/2022,Very High,inactive,0,High Rating,0,High Rating,0,Low Rating,0.12,low,Socal VSR
4/24/2022,Very High,inactive,0,Medium Rating,13,High Rating,0,Low Rating,0.12,low,Socal VSR
4/25/2022,Very High,inactive,0,Low Rating,2,High Rating,0,Low Rating,0.14,low,Socal VSR
4/26/2022,Very High,inactive,0,Medium Rating,0,High Rating,0,Low Rating,0.23,low,Socal VSR
4/27/2022,Very High,inactive,0,Medium Rating,5,Medium Rating,0,Low Rating,NA,offline,Socal VSR
4/28/2022,Very High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.22,low,Socal VSR
4/29/2022,Very High,inactive,0,Medium Rating,1,High Rating,0,Low Rating,0.2,low,Socal VSR
4/30/2022,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.22,low,Socal VSR
5/1/2022,High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.28,low,Socal VSR
5/2/2022,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.32,low,Socal VSR
5/3/2022,Very High,active,0,Low Rating,1,High Rating,0,Low Rating,0.35,low,Socal VSR
5/4/2022,Very High,active,0,Low Rating,1,High Rating,0,Low Rating,0.36,low,Socal VSR
5/5/2022,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.4,low,Socal VSR
5/6/2022,High,active,0,High Rating,2,Medium Rating,0,Low Rating,0.39,low,Socal VSR
5/7/2022,High,active,0,High Rating,0,High Rating,0,Low Rating,0.36,low,Socal VSR
5/8/2022,Very High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.39,low,Socal VSR
5/9/2022,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.28,low,Socal VSR
5/10/2022,Very High,active,0,Low Rating,0,High Rating,0,Low Rating,0.21,low,Socal VSR
5/11/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.17,low,Socal VSR
5/12/2022,Very High,active,0,Medium Rating,2,Medium Rating,0,Low Rating,0.17,low,Socal VSR
5/13/2022,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.18,low,Socal VSR
5/14/2022,High,active,0,Medium Rating,2,Medium Rating,0,Low Rating,0.26,low,Socal VSR
5/15/2022,High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.41,low,Socal VSR
5/16/2022,High,active,0,High Rating,0,Medium Rating,0,Medium Rating,0.39,low,Socal VSR
5/17/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.34,low,Socal VSR
5/18/2022,High,active,0,High Rating,4,Medium Rating,0,Low Rating,0.3,low,Socal VSR
5/19/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.33,low,Socal VSR
5/20/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.29,low,Socal VSR
5/21/2022,High,active,0,Medium Rating,7,Medium Rating,0,Low Rating,NA,offline,Socal VSR
5/22/2022,Very High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.4,low,Socal VSR
5/23/2022,Very High,active,0,Low Rating,7,Medium Rating,0,Low Rating,0.38,low,Socal VSR
5/24/2022,Very High,active,0,Low Rating,9,Medium Rating,0,Low Rating,0.37,low,Socal VSR
5/25/2022,Very High,active,0,Low Rating,10,Low Rating,0,Low Rating,0.45,low,Socal VSR
5/26/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.54,low,Socal VSR
5/27/2022,Very High,active,0,High Rating,0,Low Rating,0,Low Rating,0.5,low,Socal VSR
5/28/2022,Very High,active,0,Medium Rating,4,Low Rating,0,Low Rating,0.54,low,Socal VSR
5/29/2022,Very High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.49,low,Socal VSR
5/30/2022,Very High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.48,low,Socal VSR
5/31/2022,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.49,low,Socal VSR
6/1/2022,High,active,0,High Rating,0,Low Rating,0,Low Rating,0.47,low,Socal VSR
6/2/2022,High,active,0,High Rating,2,Low Rating,0,Medium Rating,0.53,low,Socal VSR
6/3/2022,High,active,0,High Rating,0,Low Rating,0,Low Rating,0.58,low,Socal VSR
6/4/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.55,low,Socal VSR
6/5/2022,High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.55,low,Socal VSR
6/6/2022,High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.56,low,Socal VSR
6/7/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.58,low,Socal VSR
6/8/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.59,low,Socal VSR
6/9/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.57,low,Socal VSR
6/10/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.64,low,Socal VSR
6/11/2022,High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.68,low,Socal VSR
6/12/2022,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.7,low,Socal VSR
6/13/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.67,low,Socal VSR
6/14/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.62,low,Socal VSR
6/15/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.66,low,Socal VSR
6/16/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.71,low,Socal VSR
6/17/2022,Medium,active,0,Low Rating,3,Low Rating,0,Low Rating,0.71,low,Socal VSR
6/18/2022,Medium,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.65,low,Socal VSR
6/19/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.64,low,Socal VSR
6/20/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.68,low,Socal VSR
6/21/2022,Very High,active,0,Low Rating,1,Low Rating,5,Low Rating,0.67,low,Socal VSR
6/22/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.71,low,Socal VSR
6/23/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.74,low,Socal VSR
6/24/2022,High,active,0,Low Rating,4,Low Rating,4,Low Rating,0.7,low,Socal VSR
6/25/2022,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.73,low,Socal VSR
6/26/2022,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.72,low,Socal VSR
6/27/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.7,low,Socal VSR
6/28/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
6/29/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.72,low,Socal VSR
6/30/2022,High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.75,medium,Socal VSR
7/1/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.75,medium,Socal VSR
7/2/2022,High,active,0,Medium Rating,2,Medium Rating,0,Low Rating,0.74,low,Socal VSR
7/3/2022,Very High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.74,low,Socal VSR
7/4/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.77,medium,Socal VSR
7/5/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.77,medium,Socal VSR
7/6/2022,Very High,active,0,Medium Rating,1,Low Rating,0,High Rating,0.77,medium,Socal VSR
7/7/2022,Very High,active,0,Low Rating,1,Low Rating,0,Medium Rating,0.75,medium,Socal VSR
7/8/2022,Very High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.74,low,Socal VSR
7/9/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.74,low,Socal VSR
7/10/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
7/11/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.78,medium,Socal VSR
7/12/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.78,medium,Socal VSR
7/13/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.76,medium,Socal VSR
7/14/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
7/15/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
7/16/2022,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.77,medium,Socal VSR
7/17/2022,Medium,active,0,Low Rating,0,Low Rating,0,High Rating,0.78,medium,Socal VSR
7/18/2022,High,active,0,Low Rating,3,Low Rating,0,High Rating,0.79,medium,Socal VSR
7/19/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.77,medium,Socal VSR
7/20/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.78,medium,Socal VSR
7/21/2022,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.77,medium,Socal VSR
7/22/2022,High,active,0,offline,6,offline,0,offline,0.78,medium,Socal VSR
7/23/2022,Medium,active,0,offline,2,offline,0,offline,0.8,medium,Socal VSR
7/24/2022,Medium,active,0,offline,1,offline,1,offline,0.78,medium,Socal VSR
7/25/2022,Medium,active,0,offline,10,offline,0,offline,0.75,medium,Socal VSR
7/26/2022,High,active,0,offline,7,offline,0,offline,0.74,low,Socal VSR
7/27/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.75,medium,Socal VSR
7/28/2022,High,active,0,Low Rating,3,Low Rating,0,High Rating,0.77,medium,Socal VSR
7/29/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.78,medium,Socal VSR
7/30/2022,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.79,medium,Socal VSR
7/31/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.78,medium,Socal VSR
8/1/2022,High,active,0,Low Rating,0,Low Rating,5,High Rating,0.8,medium,Socal VSR
8/2/2022,High,active,0,Low Rating,1,Medium Rating,0,High Rating,0.8,medium,Socal VSR
8/3/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.78,medium,Socal VSR
8/4/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.82,medium,Socal VSR
8/5/2022,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/6/2022,High,active,0,Low Rating,0,Low Rating,0,High Rating,0.83,medium,Socal VSR
8/7/2022,Medium,active,0,Low Rating,0,Low Rating,0,High Rating,0.83,medium,Socal VSR
8/8/2022,High,active,0,Low Rating,3,Low Rating,0,Medium Rating,0.81,medium,Socal VSR
8/9/2022,High,active,0,Low Rating,7,Low Rating,0,High Rating,0.81,medium,Socal VSR
8/10/2022,Very High,active,0,Low Rating,5,Medium Rating,0,High Rating,0.81,medium,Socal VSR
8/11/2022,Very High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,0.81,medium,Socal VSR
8/12/2022,Very High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,0.82,medium,Socal VSR
8/13/2022,Very High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,0.81,medium,Socal VSR
8/14/2022,Very High,active,0,Low Rating,4,Medium Rating,0,Low Rating,0.8,medium,Socal VSR
8/15/2022,Very High,active,0,Low Rating,11,Low Rating,0,Low Rating,0.78,medium,Socal VSR
8/16/2022,High,active,0,Low Rating,10,Medium Rating,0,Low Rating,0.79,medium,Socal VSR
8/17/2022,Very High,active,0,Medium Rating,6,Medium Rating,0,Low Rating,0.78,medium,Socal VSR
8/18/2022,Very High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.78,medium,Socal VSR
8/19/2022,Very High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.8,medium,Socal VSR
8/20/2022,Very High,active,0,Low Rating,21,Medium Rating,0,Low Rating,0.78,medium,Socal VSR
8/21/2022,Very High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.78,medium,Socal VSR
8/22/2022,High,active,0,Low Rating,2,Medium Rating,0,High Rating,0.79,medium,Socal VSR
8/23/2022,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.8,medium,Socal VSR
8/24/2022,Very High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.79,medium,Socal VSR
8/25/2022,Very High,active,0,Low Rating,4,Low Rating,0,Low Rating,0.77,medium,Socal VSR
8/26/2022,High,active,0,Low Rating,4,Low Rating,0,Low Rating,0.75,medium,Socal VSR
8/27/2022,Medium,active,0,Medium Rating,2,Low Rating,0,Low Rating,0.77,medium,Socal VSR
8/28/2022,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.76,medium,Socal VSR
8/29/2022,High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.78,medium,Socal VSR
8/30/2022,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.81,medium,Socal VSR
8/31/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.82,medium,Socal VSR
9/1/2022,Medium,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.82,medium,Socal VSR
9/2/2022,Medium,active,0,Low Rating,13,Medium Rating,0,Low Rating,0.82,medium,Socal VSR
9/3/2022,High,active,0,Low Rating,9,Medium Rating,0,Low Rating,0.8,medium,Socal VSR
9/4/2022,High,active,0,Low Rating,0,High Rating,0,High Rating,0.79,medium,Socal VSR
9/5/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.79,medium,Socal VSR
9/6/2022,High,active,0,Low Rating,5,Medium Rating,0,Low Rating,0.79,medium,Socal VSR
9/7/2022,High,active,0,Low Rating,7,Medium Rating,0,Low Rating,0.79,medium,Socal VSR
9/8/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.79,medium,Socal VSR
9/9/2022,High,active,0,Low Rating,2,Medium Rating,0,Low Rating,0.81,medium,Socal VSR
9/10/2022,Medium,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.78,medium,Socal VSR
9/11/2022,Medium,active,0,Low Rating,3,Medium Rating,0,Low Rating,0.72,low,Socal VSR
9/12/2022,Medium,active,0,Low Rating,2,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/13/2022,Medium,active,0,Low Rating,6,Medium Rating,0,Low Rating,0.63,low,Socal VSR
9/14/2022,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.72,low,Socal VSR
9/15/2022,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.79,medium,Socal VSR
9/16/2022,Medium,active,0,Low Rating,0,Low Rating,0,Low Rating,0.81,medium,Socal VSR
9/17/2022,Medium,active,0,Low Rating,13,Low Rating,0,Low Rating,0.79,medium,Socal VSR
9/18/2022,High,active,0,Low Rating,4,Medium Rating,0,Low Rating,0.81,medium,Socal VSR
9/19/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.8,medium,Socal VSR
9/20/2022,High,active,0,Low Rating,11,High Rating,0,Low Rating,0.8,medium,Socal VSR
9/21/2022,High,active,0,Low Rating,6,High Rating,0,Low Rating,0.8,medium,Socal VSR
9/22/2022,High,active,0,Low Rating,7,High Rating,0,Low Rating,0.82,medium,Socal VSR
9/23/2022,High,active,0,Low Rating,10,High Rating,0,Low Rating,0.8,medium,Socal VSR
9/24/2022,High,active,0,Low Rating,10,High Rating,0,Low Rating,0.76,medium,Socal VSR
9/25/2022,High,active,0,Low Rating,15,High Rating,0,Low Rating,0.8,medium,Socal VSR
9/26/2022,High,active,0,Low Rating,4,High Rating,0,Low Rating,0.79,medium,Socal VSR
9/27/2022,High,active,0,Low Rating,12,High Rating,0,Low Rating,0.81,medium,Socal VSR
9/28/2022,High,active,0,Low Rating,32,High Rating,0,Low Rating,0.82,medium,Socal VSR
9/29/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.82,medium,Socal VSR
9/30/2022,High,active,0,Low Rating,27,High Rating,0,Low Rating,0.81,medium,Socal VSR
10/1/2022,High,active,0,Low Rating,13,High Rating,0,Low Rating,0.82,medium,Socal VSR
10/2/2022,High,active,0,Low Rating,11,High Rating,0,Low Rating,0.82,medium,Socal VSR
10/3/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.83,medium,Socal VSR
10/4/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.83,medium,Socal VSR
10/5/2022,High,active,0,Low Rating,13,High Rating,0,Low Rating,0.78,medium,Socal VSR
10/6/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.75,medium,Socal VSR
10/7/2022,High,active,0,Low Rating,3,High Rating,0,Low Rating,0.78,medium,Socal VSR
10/8/2022,High,active,0,Low Rating,24,High Rating,0,Low Rating,0.78,medium,Socal VSR
10/9/2022,High,active,0,Low Rating,6,High Rating,0,Medium Rating,0.78,medium,Socal VSR
10/10/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.78,medium,Socal VSR
10/11/2022,High,active,0,Low Rating,1,High Rating,0,Low Rating,0.82,medium,Socal VSR
10/12/2022,High,active,0,Medium Rating,6,High Rating,0,Low Rating,0.8,medium,Socal VSR
10/13/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.77,medium,Socal VSR
10/14/2022,Very High,active,0,Low Rating,3,High Rating,0,Low Rating,0.78,medium,Socal VSR
10/15/2022,High,active,0,Low Rating,12,High Rating,0,Low Rating,0.82,medium,Socal VSR
10/16/2022,High,active,0,Low Rating,3,High Rating,0,Low Rating,0.81,medium,Socal VSR
10/17/2022,High,active,0,Low Rating,4,High Rating,0,Low Rating,0.81,medium,Socal VSR
10/18/2022,High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.8,medium,Socal VSR
10/19/2022,High,active,0,Low Rating,45,High Rating,0,Low Rating,0.82,medium,Socal VSR
10/20/2022,High,active,0,Low Rating,12,High Rating,0,Low Rating,NA,offline,Socal VSR
10/21/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.82,medium,Socal VSR
10/22/2022,High,active,0,Low Rating,16,High Rating,0,Low Rating,0.81,medium,Socal VSR
10/23/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.81,medium,Socal VSR
10/24/2022,High,active,0,Low Rating,3,High Rating,0,Low Rating,0.79,medium,Socal VSR
10/25/2022,High,active,0,offline,0,offline,0,offline,0.77,medium,Socal VSR
10/26/2022,High,active,0,Low Rating,11,High Rating,0,Low Rating,0.79,medium,Socal VSR
10/27/2022,High,active,0,Low Rating,14,High Rating,0,Low Rating,0.76,medium,Socal VSR
10/28/2022,High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.73,low,Socal VSR
10/29/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.73,low,Socal VSR
10/30/2022,High,active,0,Low Rating,4,High Rating,0,Low Rating,0.73,low,Socal VSR
10/31/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.74,low,Socal VSR
11/1/2022,Medium,active,0,Low Rating,0,High Rating,0,High Rating,0.74,low,Socal VSR
11/2/2022,Medium,active,0,Low Rating,0,High Rating,0,Low Rating,0.73,low,Socal VSR
11/3/2022,Medium,active,0,Low Rating,0,High Rating,0,Low Rating,0.71,low,Socal VSR
11/4/2022,Low,active,0,Low Rating,2,High Rating,0,Low Rating,0.61,low,Socal VSR
11/5/2022,Very High,active,0,Medium Rating,25,High Rating,0,Low Rating,0.58,low,Socal VSR
11/6/2022,Very High,active,0,Low Rating,6,High Rating,0,Low Rating,0.57,low,Socal VSR
11/7/2022,High,active,0,Low Rating,10,High Rating,0,Low Rating,0.54,low,Socal VSR
11/8/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.54,low,Socal VSR
11/9/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.53,low,Socal VSR
11/10/2022,Very High,active,0,Low Rating,11,High Rating,0,Low Rating,0.52,low,Socal VSR
11/11/2022,High,active,0,Low Rating,14,High Rating,0,Low Rating,0.46,low,Socal VSR
11/12/2022,High,active,0,Low Rating,15,High Rating,0,Low Rating,0.45,low,Socal VSR
11/13/2022,High,active,0,Low Rating,16,High Rating,0,Low Rating,0.43,low,Socal VSR
11/14/2022,High,active,0,Low Rating,23,High Rating,1,Low Rating,0.44,low,Socal VSR
11/15/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.39,low,Socal VSR
11/16/2022,High,active,0,Low Rating,1,High Rating,0,Low Rating,0.41,low,Socal VSR
11/17/2022,High,active,0,Low Rating,6,High Rating,0,Low Rating,0.4,low,Socal VSR
11/18/2022,High,active,0,Low Rating,7,High Rating,0,Low Rating,0.34,low,Socal VSR
11/19/2022,High,active,0,Low Rating,15,High Rating,0,Low Rating,0.37,low,Socal VSR
11/20/2022,High,active,0,Low Rating,4,High Rating,0,Low Rating,0.39,low,Socal VSR
11/21/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.38,low,Socal VSR
11/22/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.34,low,Socal VSR
11/23/2022,High,active,0,Low Rating,7,High Rating,0,Low Rating,0.33,low,Socal VSR
11/24/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.37,low,Socal VSR
11/25/2022,High,active,0,Low Rating,10,High Rating,0,Low Rating,0.32,low,Socal VSR
11/26/2022,High,active,0,Low Rating,5,High Rating,0,Low Rating,0.3,low,Socal VSR
11/27/2022,High,active,0,Low Rating,2,High Rating,0,Low Rating,NA,offline,Socal VSR
11/28/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.3,low,Socal VSR
11/29/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.28,low,Socal VSR
11/30/2022,High,active,0,Low Rating,7,High Rating,0,Low Rating,0.29,low,Socal VSR
12/1/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.31,low,Socal VSR
12/2/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.27,low,Socal VSR
12/3/2022,High,active,0,Low Rating,6,High Rating,0,Low Rating,0.25,low,Socal VSR
12/4/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.29,low,Socal VSR
12/5/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.32,low,Socal VSR
12/6/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.28,low,Socal VSR
12/7/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.27,low,Socal VSR
12/8/2022,High,active,0,Low Rating,6,High Rating,0,Low Rating,0.27,low,Socal VSR
12/9/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.24,low,Socal VSR
12/10/2022,High,active,0,Low Rating,0,High Rating,0,Low Rating,0.2,low,Socal VSR
12/11/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.18,low,Socal VSR
12/12/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.16,low,Socal VSR
12/13/2022,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.14,low,Socal VSR
12/14/2022,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.1,low,Socal VSR
12/15/2022,Medium,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
12/16/2022,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
12/17/2022,Medium,inactive,0,Low Rating,4,Low Rating,0,Low Rating,0.09,low,Socal VSR
12/18/2022,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
12/19/2022,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
12/20/2022,Medium,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.09,low,Socal VSR
12/21/2022,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
12/22/2022,Medium,inactive,0,Medium Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
12/23/2022,Medium,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.1,low,Socal VSR
12/24/2022,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.13,low,Socal VSR
12/25/2022,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.11,low,Socal VSR
12/26/2022,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.11,low,Socal VSR
12/27/2022,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.11,low,Socal VSR
12/28/2022,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.12,low,Socal VSR
12/29/2022,Low,inactive,0,Low Rating,4,Medium Rating,0,Low Rating,0.11,low,Socal VSR
12/30/2022,Medium,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.1,low,Socal VSR
12/31/2022,Medium,inactive,0,Medium Rating,0,Medium Rating,0,Low Rating,0.1,low,Socal VSR
